Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
25,Q169,P.S. 169 - QUEENS,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / ELECTRICAL UPGRADE / WINDOWS / ROOFS,Scope,Complete,3/29/2023,9/25/2023,8/16/2023,263218,26296.00,26256.00,"DSF0001083818, DSF0001086888, DSF0001086887, DSF0001074268"
25,Q169,P.S. 169 - QUEENS,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / ELECTRICAL UPGRADE / WINDOWS / ROOFS,Design,In-Progress,9/5/2023,3/12/2024,,1316092,1316092.00,102620.00,"DSF0001083818, DSF0001086888, DSF0001086887, DSF0001074268"
25,Q169,P.S. 169 - QUEENS,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / ELECTRICAL UPGRADE / WINDOWS / ROOFS,Construction,PNS,PNS,PNS,PNS,29612069,29612069.00,20453.00,"DSF0001083818, DSF0001086888, DSF0001086887, DSF0001074268"
25,Q169,P.S. 169 - QUEENS,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / ELECTRICAL UPGRADE / WINDOWS / ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,1842529,1842529.00,40067.00,"DSF0001083818, DSF0001086888, DSF0001086887, DSF0001074268"
25,Q169,I.S. 294 - QUEENS,SCA CIP RESOA,FY21 RESO A AUDITORIUM UPGRADE,Scope,Complete,8/12/2021,12/15/2021,12/29/2021,0,9881.00,9881.00,DSF0000961435
25,Q169,I.S. 294 - QUEENS,SCA CIP RESOA,FY21 RESO A AUDITORIUM UPGRADE,Design,Complete,1/4/2022,6/6/2022,5/2/2022,47400,31441.00,30714.00,DSF0000961435
25,Q169,I.S. 294 - QUEENS,SCA CIP RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,695200,695200.00,2710.00,DSF0000961435
25,Q169,I.S. 294 - QUEENS,SCA CIP RESOA,FY21 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,47400,47400.00,4846.00,DSF0000961435
25,Q169,I.S. 294 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001033895
25,Q169,I.S. 294 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001035938
25,Q169,I.S. 294 - QUEENS,DOE - RESOA,RESO A WATER FOUNTAIN UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,52028.00,0.00,DSF0001085810
25,Q169,I.S. 294 - QUEENS,DOE - RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,395000.00,0.00,DSF0001086454
25,Q184,P.S. 184 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,7/21/2022,12/7/2022,8/10/2023,109168,122200.00,116700.00,"DSF0001023720, DSF0001023721, DSF0001023722"
25,Q184,P.S. 184 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,In-Progress,9/6/2023,2/9/2024,,545838,545838.00,5374.00,"DSF0001023720, DSF0001023721, DSF0001023722"
25,Q184,P.S. 184 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,12281333,12281333.00,20514.00,"DSF0001023720, DSF0001023721, DSF0001023722"
25,Q184,P.S. 184 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,764172,764172.00,8353.00,"DSF0001023720, DSF0001023721, DSF0001023722"
25,Q184,P.S. 184 - QUEENS,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Scope,Complete,4/29/2022,7/29/2022,7/28/2022,0,71923.00,53514.00,DSF0000961433
25,Q184,P.S. 184 - QUEENS,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Design,Complete,8/9/2022,12/27/2022,3/13/2023,90000,67197.00,55457.00,DSF0000961433
25,Q184,P.S. 184 - QUEENS,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,1320000,1320000.00,3676.00,DSF0000961433
25,Q184,P.S. 184 - QUEENS,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,90000,90000.00,17122.00,DSF0000961433
25,Q184,P.S. 184 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/1/2023,DIIR,,DIIR,50000.00,14652.00,DSF0001033846
25,Q184,P.S. 184 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/1/2023,DIIR,5/30/2023,DIIR,100000.00,78057.00,DSF0001035949
25,Q184,P.S. 184 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,12/23/2021,DOES,,DOES,154977.00,0.00,DSF0001008713
25,Q185,J.H.S. 185 - QUEENS,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILES IN MUSIC ROOM #B49 APPROX. 752SF,Construction,Complete,4/13/2023,IEH,6/5/2023,IEH,40716.00,200.00,SCA0000071887
25,Q185,J.H.S. 185 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001033847
25,Q185,J.H.S. 185 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,125000.00,0.00,DSF0001035950
25,Q185,J.H.S. 185 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,66000.00,0.00,DSF0001086465
25,Q185,J.H.S. 185 - QUEENS,DOE - RESOA,FY21 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,300000.00,0.00,DSF0001007967
25,Q189,J.H.S. 189 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,7/24/2019,10/23/2019,9/25/2019,18000,9928.00,9928.00,DSF0000903365
25,Q189,J.H.S. 189 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,10/22/2019,3/26/2020,3/26/2020,81000,39759.00,39759.00,DSF0000903365
25,Q189,J.H.S. 189 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,6/9/2021,4/4/2022,,1044000,928549.00,896292.00,DSF0000903365
25,Q189,J.H.S. 189 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,6/9/2021,4/4/2022,,193500,87169.00,74596.00,DSF0000903365
25,Q189,THE FLUSHING INTERNATIONAL HS - Q,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / FLOOD ELIMINATION,Scope,Complete,5/20/2022,10/5/2022,12/27/2022,157000,232447.00,229428.00,"DSF0001023794, DSF0001023792, DSF0001023793, DSF0001074577"
25,Q189,THE FLUSHING INTERNATIONAL HS - Q,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / FLOOD ELIMINATION,Design,Complete,1/18/2023,6/20/2023,5/9/2023,785001,264683.00,4943.00,"DSF0001023794, DSF0001023792, DSF0001023793, DSF0001074577"
25,Q189,THE FLUSHING INTERNATIONAL HS - Q,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / FLOOD ELIMINATION,Construction,In-Progress,7/7/2023,10/3/2025,,17662500,16276408.00,509382.00,"DSF0001023794, DSF0001023792, DSF0001023793, DSF0001074577"
25,Q189,THE FLUSHING INTERNATIONAL HS - Q,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / FLOOD ELIMINATION,"CM,F&E",In-Progress,7/7/2023,10/3/2025,,1099001,62617.00,62617.00,"DSF0001023794, DSF0001023792, DSF0001023793, DSF0001074577"
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001086466
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,42300,42300.00,0.00,DSF0001086466
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,620400,620400.00,0.00,DSF0001086466
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,42300,42300.00,0.00,DSF0001086466
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087070
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087070
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087070
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087070
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Scope,Complete,3/13/2020,7/13/2020,12/15/2021,0,19203.00,19203.00,DSF0000913421
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Design,Complete,12/15/2021,5/16/2022,10/3/2022,98499,132166.00,126794.00,DSF0000913421
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,1444654,2844917.00,76503.00,DSF0000913421
25,Q189,J.H.S. 189 - QUEENS,SCA CIP RESOA,FY20 RESO A SUPPLEMENTAL COOLING,"CM,F&E",PNS,PNS,PNS,PNS,98499,193972.00,17742.00,DSF0000913421
25,Q189,J.H.S. 189 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,4/14/2023,DIIR,,DIIR,100000.00,0.00,DSF0000890902
25,Q189,J.H.S. 189 - QUEENS,DOE - RESOA,FY10 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,60705.00,0.00,DSF0000690195
25,Q189,THE FLUSHING INTERNATIONAL HS - Q,DOE - RESOA,FY16 RESO A ELECTRICAL SYSTEMS,Construction,In-Progress,4/16/2018,DOER,,DOER,143060.00,0.00,DSF0000822773
25,Q189,J.H.S. 189 - QUEENS,DOE - RESOA,FY21 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,9/21/2022,DOER,,DOER,392230.00,0.00,DSF0000961436
25,Q189,J.H.S. 189 - QUEENS,DOE - RESOA,FY23 RESO A LOCKER ROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001035954
25,Q189,J.H.S. 189 - QUEENS,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,In-Progress,9/13/2023,DOER,,DOER,25393.00,0.00,DSF0001035955
25,Q189,J.H.S. 189 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,4/18/2019,DOES,,DOES,199166.00,0.00,DSF0000889630
25,Q193,P.S. 193 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT,Scope,Complete,9/22/2016,6/5/2018,3/22/2018,145334,213018.00,213018.00,"DSF0000843951, DSF0000880580, DSF0000888785, DSF0000960584"
25,Q193,P.S. 193 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT,Design,Complete,4/4/2018,9/4/2018,10/5/2018,582551,863117.00,784928.00,"DSF0000843951, DSF0000880580, DSF0000888785, DSF0000960584"
25,Q193,P.S. 193 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT,Construction,In-Progress,7/15/2019,7/13/2021,,10858766,10792273.00,9395171.00,"DSF0000843951, DSF0000880580, DSF0000888785, DSF0000960584"
25,Q193,P.S. 193 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT,"CM,F&E",In-Progress,7/15/2019,7/13/2021,,693003,1236060.00,1185893.00,"DSF0000843951, DSF0000880580, DSF0000888785, DSF0000960584"
25,Q193,P.S. 193 - QUEENS,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILES IN 2ND FLOOR HALLWAY APPROX. 1615SF,Construction,In-Progress,5/16/2023,IEH,,IEH,690.00,115.00,SCA0000071976
25,Q193,P.S. 193 - QUEENS,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILES IN ROOMS 103 APPROX. 552SF 107 APPROX. 294SF,Construction,In-Progress,7/3/2023,IEH,,IEH,632.00,57.00,SCA0000072100
25,Q193,P.S. 193 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,250000.00,0.00,DSF0001035963
25,Q193,P.S. 193 - QUEENS,DOE - RESOA,FY22 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,11/22/2022,DOER,,DOER,130521.00,0.00,DSF0001033852
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,ROOFS,Scope,Complete,6/9/2021,11/24/2021,11/5/2021,42780,46302.00,46302.00,DSF0000998024
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,ROOFS,Design,Complete,11/19/2021,4/25/2022,5/11/2022,213900,118968.00,108881.00,DSF0000998024
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,ROOFS,Construction,In-Progress,7/15/2022,1/5/2024,,4812750,4482796.00,3177482.00,DSF0000998024
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,ROOFS,"CM,F&E",In-Progress,7/15/2022,1/5/2024,,299460,94632.00,63868.00,DSF0000998024
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5/25/2022,9/23/2022,6/15/2022,7070,3624.00,3624.00,DSF0001034657
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,6/15/2022,12/12/2022,12/7/2022,31815,14492.00,14492.00,DSF0001034657
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,5/22/2023,3/16/2024,,410058,375232.00,3610.00,DSF0001034657
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,5/22/2023,3/16/2024,,121366,87737.00,11771.00,DSF0001034657
25,Q194,J.H.S. 194 - QUEENS,SCA IEH,PO18-ABATE/REPLACE GYM FLOORING. APPROX 2' X 8' AT ENTRANCE BUCKLED FELT PAPER UNDER FLOOR IS ACM AS,Construction,Complete,8/29/2023,IEH,9/17/2023,IEH,677.00,677.00,SCA0000072255
25,Q194,J.H.S. 194 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/1/2023,DIIR,9/17/2023,DIIR,50000.00,40165.00,DSF0001033853
25,Q194,J.H.S. 194 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001035964
25,Q194,J.H.S. 194 - QUEENS,DOE - RESOA,FY21 RESO A ROOM CONVERSION,Construction,In-Progress,8/2/2021,DOER,,DOER,152773.00,0.00,DSF0000961420
25,Q194,J.H.S. 194 - QUEENS,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001083855
25,Q200,P.S. 200 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/23/2023,5/22/2023,2/3/2023,4216,1755.00,1755.00,DSF0001034576
25,Q200,P.S. 200 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,2/3/2023,8/1/2023,5/2/2023,18972,7021.00,7021.00,DSF0001034576
25,Q200,P.S. 200 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,244528,244528.00,2925.00,DSF0001034576
25,Q200,P.S. 200 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,49586,49586.00,2095.00,DSF0001034576
25,Q200,P.S. 200 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001035970
25,Q200,P.S. 200 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,150000.00,0.00,DSF0001086470
25,Q200,P.S. 200 - QUEENS,DOE - RESOA,FY19 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,2/18/2022,DOER,,DOER,212629.00,0.00,DSF0000890906
25,Q200,P.S. 200 - QUEENS,DOE - RESOA,FY23 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,50000.00,0.00,DSF0001035969
25,Q201,P.S. 201 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,8/27/2018,6/19/2019,2/21/2019,17660,9410.00,9410.00,"DSF0000890984, DSF0000912323"
25,Q201,P.S. 201 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,2/21/2019,7/23/2019,5/16/2019,70249,37378.00,37378.00,"DSF0000890984, DSF0000912323"
25,Q201,P.S. 201 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,7/22/2019,5/16/2020,,1281825,1193206.00,1105266.00,"DSF0000890984, DSF0000912323"
25,Q201,P.S. 201 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",In-Progress,7/22/2019,5/16/2020,,87535,331042.00,319265.00,"DSF0000890984, DSF0000912323"
25,Q201,P.S. 201 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001008084
25,Q201,P.S. 201 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001008084
25,Q201,P.S. 201 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001008084
25,Q201,P.S. 201 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001008084
25,Q201,P.S. 201 - QUEENS,SCA IEH,PO18-77/25Q201/ABATE  COLD WATER LINE LEAKING IN THE CRAWL SPACE INSIDE ACCESS DOOR IN SLOP SINK ROO,Construction,Complete,4/20/2023,IEH,4/21/2023,IEH,13005.00,0.00,SCA0000071916
25,Q209,P.S. 209 - QUEENS,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,9/30/2022,2/21/2023,2/15/2023,181149,110377.00,103383.00,"DSF0001024148, DSF0001024149, DSF0001024150, DSF0001024151"
25,Q209,P.S. 209 - QUEENS,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,In-Progress,6/12/2023,12/8/2023,,905748,905748.00,254193.00,"DSF0001024148, DSF0001024149, DSF0001024150, DSF0001024151"
25,Q209,P.S. 209 - QUEENS,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,20379318,20379318.00,182938.00,"DSF0001024148, DSF0001024149, DSF0001024150, DSF0001024151"
25,Q209,P.S. 209 - QUEENS,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,1268047,1268047.00,16189.00,"DSF0001024148, DSF0001024149, DSF0001024150, DSF0001024151"
25,Q209,P.S. 209 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001033861
25,Q209,P.S. 209 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001033861
25,Q209,P.S. 209 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001033861
25,Q209,P.S. 209 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,61.00,61.00,DSF0001033861
25,Q209,P.S. 209 - QUEENS,SCA CIP RESOA,FY22 RESO A AUDITORIUM UPGRADE,Scope,Complete,2/4/2022,6/7/2022,4/14/2022,0,3548.00,3548.00,DSF0001033862
25,Q209,P.S. 209 - QUEENS,SCA CIP RESOA,FY22 RESO A AUDITORIUM UPGRADE,Design,Complete,4/18/2022,9/16/2022,7/13/2022,26400,14192.00,14192.00,DSF0001033862
25,Q209,P.S. 209 - QUEENS,SCA CIP RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,2/20/2023,11/16/2023,,387200,299951.00,241811.00,DSF0001033862
25,Q209,P.S. 209 - QUEENS,SCA CIP RESOA,FY22 RESO A AUDITORIUM UPGRADE,"CM,F&E",In-Progress,2/20/2023,11/16/2023,,26400,31570.00,21615.00,DSF0001033862
25,Q209,Q009 SPED - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/1/2023,DIIR,5/30/2023,DIIR,50000.00,47007.00,DSF0001033732
25,Q209,Q009 SPED - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,60000.00,0.00,DSF0001086477
25,Q209,P.S. 209 - QUEENS,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,0.00,DSF0001035982
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,LSP RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087152
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,LSP RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,3000,3000.00,0.00,DSF0001087152
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,LSP RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,44000,44000.00,0.00,DSF0001087152
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,LSP RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,3000,3000.00,0.00,DSF0001087152
25,Q214,P.S. 214 - QUEENS,Fast Track Projects,LSP FY23 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,7/10/2023,FTK,,FTK,109013.00,0.00,DSF0001035987
25,Q214,P.S. 214 - QUEENS,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000914047
25,Q214,P.S. 214 - QUEENS,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,62390.00,DSF0001008000
25,Q214,P.S. 214 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,4/14/2023,DIIR,,DIIR,50000.00,0.00,DSF0001033294
25,Q214,P.S. 214 - QUEENS,DOE - RESOA,FY22 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,104867.00,0.00,DSF0001033867
25,Q214,P.S. 214 - QUEENS,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001086480
25,Q219,P.S. 219 - QUEENS,SCA CIP,RTU / HVAC REPLACEMENT,Scope,Complete,3/26/2019,7/29/2019,3/24/2020,19660,20766.00,20766.00,DSF0000903831
25,Q219,P.S. 219 - QUEENS,SCA CIP,RTU / HVAC REPLACEMENT,Design,Complete,3/27/2020,8/17/2020,4/19/2021,98300,140432.00,116746.00,DSF0000903831
25,Q219,P.S. 219 - QUEENS,SCA CIP,RTU / HVAC REPLACEMENT,Construction,In-Progress,7/15/2022,7/14/2023,,2211750,2013936.00,1890218.00,DSF0000903831
25,Q219,P.S. 219 - QUEENS,SCA CIP,RTU / HVAC REPLACEMENT,"CM,F&E",In-Progress,7/15/2022,7/14/2023,,137620,89572.00,70855.00,DSF0000903831
25,Q219,P.S. 219 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/1/2023,6/1/2023,2/6/2023,5179,3213.00,3213.00,DSF0001034636
25,Q219,P.S. 219 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,2/6/2023,8/2/2023,5/2/2023,23306,12850.00,12850.00,DSF0001034636
25,Q219,P.S. 219 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,300382,300382.00,75.00,DSF0001034636
25,Q219,P.S. 219 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,59938,59938.00,2083.00,DSF0001034636
25,Q219,P.S. 219 - QUEENS,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,4/4/2017,DOES,,DOES,171706.00,0.00,DSF0000791153
